,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
288,Carl W,Interesting app concept but poorly executed. Tons of bots and scammers no matter the filters you use.,2,0,5.361.0,2024-03-20 04:05:56,"We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report them in the app and we'll investigate right away!",2024-03-20 13:39:43,5.361.0,2024,3,Wednesday,4
289,Analog Static,"Won't even let me in. Like I can get past the number verification, but when it asked me if I'm okay with showing I'm a man on my profile, it wouldn't let me continue.",1,0,,2024-03-20 03:37:39,Oh no! Our Support Team would be more than happy to help assist you with verifying your profile. Send us a quick message at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) and we'll get you up and buzzin' in no time!,2024-03-20 13:39:14,,2024,3,Wednesday,3
290,Melody Kotyk,"This app is the worst I have ever used. I have only had it for 2 days and it has been glitchy the entire time. Photos and prompts randomly disappear from my profile... matches don't show up in chats.... and the entire app is super touch sensitive, so it is almost impossible to navigate without making an error (like accidentally matching with someone when you're just trying to scroll up or down). SO frustrating!!",1,31,5.362.0,2024-03-20 03:15:04,This doesn’t sound ideal and we'd love to investigate what's happening on your account. Can you please send us a message at bumble.com/contact? We're sure we’ll have you up and buzzin' again in no time!,2024-03-20 13:39:13,5.362.0,2024,3,Wednesday,3
291,rusrockt10,Ran out of likes and they seemingly never reset. Horrible experience. There are way better dating apps.,1,1,5.362.0,2024-03-20 02:43:31,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 13:37:43,5.362.0,2024,3,Wednesday,2
292,Brian Adams,"I paid for a lifetime subscription. After using the app for several weeks, I was suddenly blocked for violating some clause. My personal conduct has never been questioned. I asked them to explain. Their reply was that I violated an app policy. They did not offer any specifics, clarification, training, or warnings. Sounds like a great way to arbitrarily cancel a subscription. I asked for a refund, since I have only used the app for maybe six weeks. No response. Buyer beware.",1,1,,2024-03-20 02:03:29,We're sorry to hear you didn't get what you were looking for from our Support Team. We'd be more than happy to take a closer look at this for you. Send us a message at bumble.com/contact.,2024-03-20 13:36:45,,2024,3,Wednesday,2
293,Daljeet Kaur,nice platform for building new relations...😍,4,0,5.239.1,2024-03-20 01:50:56,Thanks for making our day! This is what we're here for! 🫶,2024-03-20 13:36:17,5.239.1,2024,3,Wednesday,1
294,Evan Allen,Great,5,0,5.361.0,2024-03-20 01:29:44,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-20 13:36:16,5.361.0,2024,3,Wednesday,1
295,Taylor McCarthy,"Made a new account, no joke probably 13 swipes then it's like ""that's everyone, you've seen all the people nearby"" you mean you are gate keeping matches and swipes so it makes me wanna buy premium right? Thats what you mean right?",1,4,5.359.1,2024-03-20 00:34:07,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 02:05:13,5.359.1,2024,3,Wednesday,0
296,Kyle Loren,Got banned because I pissed off too many radical leftists with my patriotic love language🇺🇲😎😅,1,2,5.362.0,2024-03-20 00:09:57,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-20 02:04:42,5.362.0,2024,3,Wednesday,0
297,SõrryMyBad,I put up a photo of me in the gym wearing a tank top and it was moderated,1,0,5.361.0,2024-03-20 00:01:20,"Our team moderates based on our photo guidelines (https://bit.ly/3tU0sBS). If you think there’s been a mistake, our team would be more than happy to take a second look. Please send us a message here: bumble.com/contact. We’re here for you! 💛",2024-03-20 02:05:43,5.361.0,2024,3,Wednesday,0
298,Devin Wieferich,"It's the best dating app. It could be better, but it's still the best option.",4,0,5.359.1,2024-03-19 23:38:05,It's great to hear that you're buzzin' in the Hive! 🐝,2024-03-20 02:06:44,5.359.1,2024,3,Tuesday,23
299,Jaraad Bey,Looking,5,0,5.359.1,2024-03-19 22:44:10,"We’re so happy to hear you are enjoying the ride! Making a special connection takes time, so hang in there. We know there are so many wonderful bees in The Hive and we can’t wait to see who you might just meet! 💛",2024-03-20 02:06:42,5.359.1,2024,3,Tuesday,22
300,Steel Exxe,"Would give 0 stars if I could. Im using bumble to find friends and you have to pay to be able to see who swiped right on you, making matches incredibly difficult. $50 a month is outrageous for ANY app subscription, especially when there was barely anyone in my area and within 2 years of my age. Don't use Bumble unless you want to be annoyed or pay an expensive subscription.",1,7,5.362.0,2024-03-19 22:37:43,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-20 13:50:13,5.362.0,2024,3,Tuesday,22
301,Phil Jones,Rubbish. The 'best bees' feature just picks totally random women who clearly don't meet my preferences. Filters don't work properly. Overpriced and seems like a bit of a scam designed to extract money at every opportunity.,1,3,5.362.0,2024-03-19 22:31:04,"We want to take a look at this. Please message us at @BumbleSupport on Twitter or Facebook. Or, you can contact us via bumble.com/contact.",2024-03-20 02:09:43,5.362.0,2024,3,Tuesday,22
302,Ashkan Lorestani,best app for dating 🔥,5,0,5.362.0,2024-03-19 21:59:28,Thanks. 💛 It's so great to know that you're enjoying our app.,2024-03-20 02:08:14,5.362.0,2024,3,Tuesday,21
303,August Yadon,"Such a terrible experience every time. In real life when I meet people, people are friendly enough, it's hard to believe these are the same people that exist in the real world... Everyone is so soulless and mean on Bumble. I can't believe people actually pay tons of money just to use the basics of this app. I'm over it, back to being lonely in real life instead of suffering through swiping.",1,2,5.362.0,2024-03-19 21:58:25,Hey August. We’re so sorry to hear this happened. Bumble is a platform rooted in kindness and respect and any rude or inappropriate behavior is a clear violation of our Community Guidelines (https://bumble.com/guidelines). Please send us a DM on Facebook or Twitter @bumblesupport so we can look into this right away. We’re here for you! 💛,2024-03-21 22:22:15,5.362.0,2024,3,Tuesday,21
304,Tanner Stegink,"Horrible, steady decline in quality",1,1,5.362.0,2024-03-19 21:50:33,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 02:10:13,5.362.0,2024,3,Tuesday,21
305,AJ G,"Got a new phone, tried to sign in and it keeps gliching and won't let me sign back into my old profile. Keeps wanting me to post a picture over and over again. Deleted and re-download 3 times and still won't work. No way to sign out and try to sign back in another way, also no way to contact support",1,0,5.361.0,2024-03-19 21:48:05,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 13:51:43,5.361.0,2024,3,Tuesday,21
306,Adam,Just a scam to keep u single and get you to pay for a premium subscription. I have 11 people interested in me yet have zero matches. This should be illegal. I am escalating this to the FTC and my state AG.,1,4,5.361.0,2024-03-19 21:13:38,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-20 13:51:14,5.361.0,2024,3,Tuesday,21
307,Hilary Brown,"Worst qpp ever. Really ugly me,, and those i saw were desperate. I tried to delete account but could not. I had to put really terrible things on my profile to try stop it. DO NOT DOWNLOAD INLESS YOU WANT TO WASTE YOUR TIME.",1,0,,2024-03-19 21:11:45,"We’re sad to see you go and we hope to welcome you back into The Hive again in the future. To delete your account, scroll to the bottom of your settings and tap on “delete account” and then type in “delete” in all lowercase letters. Remember, if you are just looking for a small break, you can always use our Snooze feature instead. 🐝",2024-03-20 13:51:13,,2024,3,Tuesday,21
308,Dávid Suhajda,Nem jó semmire.,1,0,,2024-03-19 20:17:32,,,,2024,3,Tuesday,20
309,Subham Harlalka,Waste using app i have subscribe it but didnt found any match ever such amking fool and asking for the money any time to get something but you will never ever the match according what you want.,1,0,5.361.0,2024-03-19 20:07:24,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-20 13:47:44,5.361.0,2024,3,Tuesday,20
310,chris a.k.a cj-33 sheehan,Phun place 2 B😏👍🐝😁,5,0,5.362.0,2024-03-19 20:03:01,Thanks for your positive feedback. We're rooting for you! 🐝,2024-03-20 13:46:43,5.362.0,2024,3,Tuesday,20
311,Quiggity Quagsire,"I guess this worked for me? I met my current girlfriend through this app and even before that it was the app I got the most consistent replies on (in terms of conversations and dates). It is aggressively monetized though, I feel lucky that I didn't have to pay at all.",3,0,5.362.0,2024-03-19 20:01:56,We’re thrilled you made such a special connection in the Hive! Please tell us more about your story at https://bumble.com/success-stories/share 💛,2024-03-20 13:47:43,5.362.0,2024,3,Tuesday,20
312,Skillz James,Bumble isn't for dating obviously. Women are a joke on this app just like others. You don't find real women just ones that want money or are trying to sell stupid stuff. Alot of fake profiles on here too!!,1,2,5.361.0,2024-03-19 19:38:52,"We're so sorry about your experience with us. We absolutely do not tolerate fake profiles on Bumble and would like to look into this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can look into this.",2024-03-20 13:47:13,5.361.0,2024,3,Tuesday,19
313,Ivan Somoun,very nice app... 👌,5,0,5.361.0,2024-03-19 18:56:32,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-20 02:08:13,5.361.0,2024,3,Tuesday,18
314,LIJO V JOSE,good,4,0,5.361.0,2024-03-19 18:48:52,We appreciate your kind words. 🙌,2024-03-20 02:07:48,5.361.0,2024,3,Tuesday,18
315,berzerkerx king,Surprisingly a very well made dating app,5,0,5.362.0,2024-03-19 18:38:08,Thanks for your kind words. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛,2024-03-20 02:07:46,5.362.0,2024,3,Tuesday,18
316,meditation Studio,Very bad app 😞 I don't have words for this app.,1,1,5.362.0,2024-03-19 18:33:26,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 02:07:44,5.362.0,2024,3,Tuesday,18
317,Alterrail Sawyer,How can I cancel my premium?,1,0,5.359.1,2024-03-19 18:12:30,"The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2024-03-20 02:07:43,5.359.1,2024,3,Tuesday,18
318,Satyam jha,good,5,0,5.361.0,2024-03-19 17:19:24,We appreciate your kind words. 🙌,2024-03-20 02:07:14,5.361.0,2024,3,Tuesday,17
319,Kain Huff,My app hasn't worked in a long time,1,0,5.362.0,2024-03-19 17:16:15,Uh oh! We'll need some more account information to check this out. Please message our Support Team on Facebook or Twitter (@BumbleSupport) or at bumble.com/contact so we can get you back up and buzzin'.,2024-03-20 02:07:13,5.362.0,2024,3,Tuesday,17
320,Nalyaka Stephanie,Used to be good but can't even log in now,1,1,5.362.0,2024-03-19 16:35:57,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 17:00:43,5.362.0,2024,3,Tuesday,16
321,Satyam,One of the best dating app,5,0,5.362.0,2024-03-19 16:34:12,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-19 17:00:12,5.362.0,2024,3,Tuesday,16
322,Lee Wisniewski,"Tried several dating apps on and off for several years. All DATING apps are scams, haven't gotten 1 single date on any of these, and that's with paying premium. They don't care about your personal life or if you ever find a date. Bumble, hinge, tinder etc. Just want your money. My personal info got leaked alot and that's an understatement.",1,1,5.362.0,2024-03-19 16:24:51,"We appreciate your review, Lee. The privacy and security of our members are fundamental to us, and all data is stored and managed as per our Privacy Policy (https://bumble.com/en-us/privacy). If you'd like to talk to our Support Team about any concerns, please message us anytime at bumble.com/contact or @BumbleSupport on social media. 💛",2024-03-20 11:12:13,5.362.0,2024,3,Tuesday,16
323,Shabad Ahammed,good,5,0,5.362.0,2024-03-19 16:22:49,Thanks for your positive feedback. We're rooting for you! 🐝,2024-03-19 17:00:46,5.362.0,2024,3,Tuesday,16
324,John Aaron Son,"nahanap kona ang true love ko, ty bumble <3",5,0,,2024-03-19 15:47:33,,,,2024,3,Tuesday,15
325,Claudia Dragne,My account has been wrongfully blocked and your agents closed my claim without even bothering to reply to me. Disgraceful. Reason: sharing my IG as a next step after talking to someone in order to get to know each other and still be safe. It's nothing commercial nor promotion! It's about navigating the world of online dating in a safe manner as a woman!,1,0,5.362.0,2024-03-19 15:24:37,We're sorry to hear you didn't get what you were looking for from our Support Team. We'd be more than happy to take a closer look at this for you. Send us a message at bumble.com/contact.,2024-03-20 13:45:13,5.362.0,2024,3,Tuesday,15
326,Taryn,"Told me my account was blocked, lmao. For? I didn't have anything concerning on my bio (after they deleted it a second time) and I wasn't saying anything weird or off-putting to anyone. Oh well. Moving on. Edit: Said it was because I had a Linktree link in my bio (which does not include an OF or anything sexual) and that I shared my Snapchat handle to a couple of people so they didn't like that. No wonder everyone has been giving you guys 1 star. Bxtches hatin' always.",1,1,5.361.0,2024-03-19 14:37:39,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-19 15:32:12,5.361.0,2024,3,Tuesday,14
327,Leon Shoesmith,All talk no dates waste of money,1,0,5.362.0,2024-03-19 14:16:04,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-19 15:32:42,5.362.0,2024,3,Tuesday,14
328,John Roberts,Great Link!,5,0,5.361.0,2024-03-19 14:01:18,We appreciate your kind words. 🙌,2024-03-19 15:33:11,5.361.0,2024,3,Tuesday,14
329,Dylan Kempton,Don't get this app until you want your bank account drained without you know about it deleted account and app and money is still being taken out of my account!,1,0,,2024-03-19 13:56:30,"Thank you for your feedback on this. We're sorry you didn't enjoy your experience on Bumble. While there are paid features, we also have free features that can be used. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2024-03-19 15:36:42,,2024,3,Tuesday,13
330,ana gomez,So and ao,2,0,5.361.0,2024-03-19 13:33:46,"Hi there, Ana! We really care about our members feedback to improve our products. Please send us a message @BumbleSupport if there's additional information you'd like to share with us regarding your experience. 💛",2024-03-19 16:09:12,5.361.0,2024,3,Tuesday,13
331,Michael Knight,"A very large percentage of people on Bumble are fake accounts. Just my experience. And furthermore, I have had no response from email or otherwise about canceling. Im going to have to cancel my bank debit card to get them to stop charging me. Just be prepared to cancel a credit card if you join, but I do not recommend joining. Deleting they app apparently will not prevent them from changing you. 3-19-24",1,17,5.362.0,2024-03-19 13:21:45,"It's 100% against our Community Guidelines for users to create fake profiles, and our moderators work around the clock to ensure that all of our users are authentically representing themselves in the Hive. If you're ever unsure about the authenticity of an account, please make an in-app report so that we can review it right away.",2024-03-19 15:42:12,5.362.0,2024,3,Tuesday,13
332,sharkblade 77,It's good but definitely could be better,3,0,5.361.0,2024-03-19 13:11:27,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-19 15:42:16,5.361.0,2024,3,Tuesday,13
333,Francis Alavoine,Single with two kids never maried ever,4,0,5.362.0,2024-03-19 12:53:22,,,5.362.0,2024,3,Tuesday,12
334,Aaron Henriech Panganiban,damn,5,0,5.361.0,2024-03-19 12:47:50,"We're sorry to hear about this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 15:43:11,5.361.0,2024,3,Tuesday,12
335,Akki kumar,"Waste of time, I'm a primium member but didn't get swipe back.",1,0,5.361.0,2024-03-19 12:13:11,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 12:41:34,5.361.0,2024,3,Tuesday,12
336,Abdul khadar Shaik,Asking money for every step wrost service ever. Not best dating app.,1,0,,2024-03-19 12:04:10,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 12:41:36,,2024,3,Tuesday,12
337,Void Checks,"Do not add your religion if you are not Christian, you will be banned because they are non-inclusive. They will ban you without any evidence or proof, I know for a fact I did not break any of their rules except having a controversial religion in my bio. I assume I was targeted in bullying and they obliged the bully. This is religious discrimination, it's not right and it's illegal. ChristianMingle was sued for discrimination and lost.",1,0,5.337.0,2024-03-19 12:00:47,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-19 12:42:04,5.337.0,2024,3,Tuesday,12
338,Utkarsh Dwivedi,I have taken the premium membership and just before the renewal date I have unsubscribed from it. And still montly payment got deducted without any prior intimation. This is something very serious monetary wise. Fix this up and refund the money,1,0,5.361.0,2024-03-19 11:53:45,"Thanks for reaching out. It's possible that your subscription wasn't cancelled on time, or wasn't cancelled properly. Please reach out to us at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) so we can look into this for you right away.",2024-03-19 12:42:35,5.361.0,2024,3,Tuesday,11
339,ZV Karnage,Can't even make an account. App lags and locks up. New phone as well so it's definitely the app.,1,0,5.362.0,2024-03-19 11:30:09,"Thank you for your message. For further assistance, please get in touch with our support team at: bumble.com/contact. Thank you. 💛",2024-03-19 12:43:34,5.362.0,2024,3,Tuesday,11
340,Seth Stephens,"You see the same people who don't match with you more often than actual new people. They do this to sell you something to ""increase the odds of a match the second time around"" for a small amount of money. The app is just a cash grab, unfortunately.",1,0,5.361.0,2024-03-19 11:15:10,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 12:44:04,5.361.0,2024,3,Tuesday,11
341,Gary Scruff,great way to meet people that want to chat & date who knows might even be a great way to meet your future partner in crime.,4,0,5.361.0,2024-03-19 11:07:36,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-19 11:17:05,5.361.0,2024,3,Tuesday,11
342,emartin mbah,it so lovely,4,0,5.357.2,2024-03-19 10:41:47,Thanks for your kind words. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛,2024-03-19 11:15:35,5.357.2,2024,3,Tuesday,10
343,Dipeesh G,Only paid membership can get options...,1,0,5.361.0,2024-03-19 10:18:50,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 11:15:05,5.361.0,2024,3,Tuesday,10
344,_Isaiah.g. _,"Used to be a good app till they got greedy with the latest update and now you can't use any type of search filter at all without paying for premium (it used to give you 2 free), and on top of that they raised the prices of premium within the last year. 👎 Edit: Gave it another try in 2024. To make it even worse, a month of premium+ is now $60. Flat out ridiculous & outrageous.",1,5,5.362.0,2024-03-19 08:59:37,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 09:59:35,5.362.0,2024,3,Tuesday,8
345,Puroo Adi,Payment is bad gateway,1,0,,2024-03-19 08:58:20,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 09:58:36,,2024,3,Tuesday,8
346,Roland Akwara,I am a positive thinking person.,5,0,5.361.0,2024-03-19 08:46:50,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-19 09:58:34,5.361.0,2024,3,Tuesday,8
347,Eve Mendes,This app is not working properly and they will stop matches to work not a single thing is happening they took subscription money and all pls issue it,1,1,,2024-03-19 07:53:40,"Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-19 09:25:04,,2024,3,Tuesday,7
348,Salamandius Braveheart,Garbage,1,1,5.361.0,2024-03-19 07:50:31,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 09:18:05,5.361.0,2024,3,Tuesday,7
349,Arnav Bhatt,Ew.,1,1,5.361.0,2024-03-19 07:42:45,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 09:20:35,5.361.0,2024,3,Tuesday,7
350,Chan Lee,No matches at all seems like 90% of the accounts are inactive and filled with fake people and scamsters,1,1,,2024-03-19 07:23:03,"We’d never want to show you people who are no longer using the app, so we begin the process of hiding profiles shortly after they become dormant. If you’re not getting replies after matching, check out these tips about how your profile can help break the ice: https://bit.ly/34lG4zh.",2024-03-19 09:21:05,,2024,3,Tuesday,7
351,SIDWICK,Hinge is better. Never using bumble again.,1,1,5.361.0,2024-03-19 07:00:48,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 07:15:34,5.361.0,2024,3,Tuesday,7
352,Dilip NR (DNR),Uselss. Don't waste your time swiping in this.,1,1,,2024-03-19 06:57:02,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 07:15:36,,2024,3,Tuesday,6
353,Saneen Shabeer,"something is seriously wrong with this app...i cant go beyond the yellow bumble screen...i tried using my wifi and mobiledata, still no response. I am from UAE btw",1,1,,2024-03-19 06:49:18,Uh oh! We'll need some more account information to check this out. Please message our Support Team on Facebook or Twitter (@BumbleSupport) or at bumble.com/contact so we can get you back up and buzzin'.,2024-03-19 07:16:05,,2024,3,Tuesday,6
354,Shivam Prasad,Sad matching algorithm,1,1,5.361.0,2024-03-19 06:04:29,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-19 07:16:07,5.361.0,2024,3,Tuesday,6
355,Tohid Khatik,yas,5,0,5.361.0,2024-03-19 05:32:49,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-19 06:46:35,5.361.0,2024,3,Tuesday,5
356,Krushna Landge,"This app is a scam, In the free app, they are just giving 8 to 10 likes per day only.",1,2,5.361.0,2024-03-19 05:31:26,"We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. If you're in a rush to see more users though, you're always welcome to upgrade your account to Boost or Premium.",2024-03-19 06:46:37,5.361.0,2024,3,Tuesday,5
357,Todd Sellers (ADHDrocks),feels like this app is full of bots and catfishers,1,1,5.362.0,2024-03-19 05:08:18,"We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report them in the app and we'll investigate right away!",2024-03-19 06:46:38,5.362.0,2024,3,Tuesday,5
358,Rajeev sharma,nice,3,0,5.361.0,2024-03-19 04:46:26,We appreciate your kind words. 🙌,2024-03-19 06:47:05,5.361.0,2024,3,Tuesday,4
359,Rajdeep Hazra,good app,3,0,5.362.0,2024-03-19 04:13:38,Thanks for your kind words. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛,2024-03-19 06:47:35,5.362.0,2024,3,Tuesday,4
360,EVEL TOM,good,5,0,5.361.0,2024-03-19 04:07:38,We're so happy to hear that! We love that you enjoy buzzin' in the Hive. 🐝,2024-03-19 06:47:36,5.361.0,2024,3,Tuesday,4
361,George Pratt,Do I really have to pay to talk to ppl?,1,2,5.361.0,2024-03-19 04:02:21,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 06:48:05,5.361.0,2024,3,Tuesday,4
362,Angie,so I like the selection of people from different backgrounds I just don't like that every time I want to do one little thing I got to pay,2,1,5.361.0,2024-03-19 03:49:17,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 06:48:35,5.361.0,2024,3,Tuesday,3
363,Michael Oglesby,"Why do people match and not talk to you. I, as the male, can't start the chat and have to wait for them. So this app must be full of fake profiles to get you to pay for extras. Please, someone prove me wrong. Edit... Looking at answer, I guess they don't know their own app saying for me to speak to them first...........",1,2,5.361.0,2024-03-19 03:42:40,"Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! You got this. 💛",2024-03-19 06:49:35,5.361.0,2024,3,Tuesday,3
364,Edward Lee,"paid lifetime, but still lots of features are locked behind paywall. whats the point of lifetime? At least okcupid gives you full access.",2,1,5.361.0,2024-03-19 03:41:58,"Thank you for your message. For further assistance, please get in touch with our support team at: bumble.com/contact. Thank you. 💛",2024-03-19 06:49:36,5.361.0,2024,3,Tuesday,3
365,Ellie sykes,"This is a great inclusive dating app regardless of your sexual orientation, gender identity. So far I only got one match.",1,7,5.354.0,2024-03-19 03:13:20,"Thanks for sharing your feedback with us, Ellie. We are so happy to hear you enjoy our app. 💛 We can see that you’ve left us a low rating, though. Could you provide us with more details on what went wrong, or could you perhaps amend the review if you accidentally chose the low rating? Feel free to contact us @BumbleSupport on social media.",2024-03-19 09:08:35,5.354.0,2024,3,Tuesday,3
366,Sushant singh,Downgraded..,1,1,,2024-03-19 03:06:27,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 05:17:04,,2024,3,Tuesday,3
367,Collin Schulte,Don't use but if you want your bank account empty go right ahead,1,1,,2024-03-19 03:05:20,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 05:17:35,,2024,3,Tuesday,3
368,Santiago Aguilar,This app is about money they charge for everything and sucks cause it's a process to cancel,1,1,5.361.0,2024-03-19 02:57:26,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 05:17:37,5.361.0,2024,3,Tuesday,2
