,original_title,genres,original_language,production_countries,production_companies,release_date,year,month,Day,budget,revenue,runtime,status,vote_average,vote_count,popularity
4191,Against the Wild(2013),"Adventure,Family",en,Canada,Against the Wild Films,2013-12-29,2013,12,Sunday,1493619,0,90.0,Released,4.9,19,2.492747
4192,La misma luna(2008),Drama,es,"Mexico,United States of America","The Weinstein Company,Fidecine,Creando Films,Potomac Pictures",2008-03-20,2008,3,Thursday,0,23311391,106.0,Released,7.0,28,2.756435
4193,Conquest of the Planet of the Apes(1972),"Action,Science Fiction",en,United States of America,"Twentieth Century Fox Film Corporation,APJAC Productions",1972-06-29,1972,6,Thursday,1700000,9700000,88.0,Released,6.1,236,18.828683
4194,In the Bedroom(2001),"Drama,Thriller",en,United States of America,"Miramax Films,GreeneStreet/SKE Films",2001-11-23,2001,11,Friday,1700000,0,130.0,Released,6.4,89,6.979638
4195,I Spit on Your Grave(2010),"Thriller,Crime,Horror",en,United States of America,"Anchor Bay Films,Cinetel Films,Family of the Year Productions",2010-06-17,2010,6,Thursday,2000000,572809,108.0,Released,6.3,519,26.281839
4196,"Happy, Texas(1999)","Comedy,Crime",en,United States of America,"Miramax Films,Marked Entertainment",1999-12-03,1999,12,Friday,1700000,1943649,98.0,Released,5.5,39,2.079125
4197,My Summer of Love(2004),"Drama,Thriller,Romance",en,United States of America,,2004-08-20,2004,8,Friday,0,0,86.0,Released,6.0,59,3.939753
4198,Dabba(2013),"Drama,Romance",hi,"India,France,Germany",UTV Motion Pictures,2013-09-19,2013,9,Thursday,1000000,4235151,104.0,Released,7.3,221,14.017809
4199,Yes(2005),"Drama,Romance",en,"United Kingdom,United States of America","GreeneStreet Films,UK Film Council,Studio Fierberg,Adventure Pictures",2005-08-05,2005,8,Friday,0,0,100.0,Released,5.9,7,3.677831
4200,You Can't Take It With You(1938),"Comedy,Romance",en,United States of America,Columbia Pictures,1938-08-23,1938,8,Tuesday,1644736,7433101,126.0,Released,7.2,79,3.426314
4201,From Here to Eternity(1953),"War,Drama,Romance",en,United States of America,Columbia Pictures Corporation,1953-08-04,1953,8,Tuesday,1650000,30500000,118.0,Released,7.2,133,6.915201
4202,She Wore a Yellow Ribbon(1949),Western,en,United States of America,RKO Radio Pictures,1949-10-22,1949,10,Saturday,1600000,5400000,103.0,Released,7.1,61,8.535178
4203,Grace Unplugged(2013),"Drama,Music",en,United States of America,"Coram Deo Studios,Birchwood Pictures",2013-10-04,2013,10,Friday,0,0,102.0,Released,6.0,24,2.160586
4204,Foolish(1999),"Comedy,Drama",en,United States of America,"No Limit Films,Shooting Star Pictures",1999-04-09,1999,4,Friday,0,6033999,84.0,Released,6.3,3,0.796009
4205,N-Secure(2010),"Drama,Crime,Thriller",en,,,2010-10-15,2010,10,Friday,0,2592808,0.0,Released,4.3,4,0.13456
4206,سكر بنات(2007),"Drama,Comedy,Romance",ar,"Lebanon,France","Bac Films,Les Films des Tournelles,Les Films de Beyrouth,Roissy Films,Sunnyland,Arte France Cinéma,Centre National de la Cinématographie (CNC),Fonds Sud Cinéma,Ministère de la Culture et de la Communication,Ministère des Affaires étrangères et du Développement International,Cinéfondation,Ministère Libanais de la Culture",2007-07-01,2007,7,Sunday,0,0,96.0,Released,6.8,52,4.554574
4207,Out of the Dark(2014),"Thriller,Horror",en,"Spain,United States of America,Colombia","Participant Media,Imagenation Abu Dhabi FZ,Dynamo,Apaches Entertainment,XYZ Films,Cactus Flower Producciones,Fast Producciones",2014-08-27,2014,8,Wednesday,0,0,92.0,Released,4.6,55,3.215465
4208,Ha-Buah(2006),"Drama,Romance",he,"France,Israel","Metro Productions,Israeli Film Fund,Keshet Hot,Uchovsky Fox,Ronen Ben-Tal Films,Feingold Productions",2006-06-06,2006,6,Tuesday,0,0,114.0,Released,7.6,20,1.49436
4209,The Conversation(1974),"Crime,Drama,Mystery",en,United States of America,"Paramount Pictures,The Coppola Company,The Directors Company",1974-04-07,1974,4,Sunday,1600000,4420000,113.0,Released,7.5,372,20.810292
4210,दिल जो भी कहे(2006),Romance,hi,India,Entertainment One Pvt. Ltd.,2006-12-07,2006,12,Thursday,0,0,0.0,Released,0.0,0,0.122704
4211,La sirène du Mississipi(1969),"Crime,Drama,Romance",fr,"France,Italy","Les Films du Carrosse,Les Productions Artistes Associés,Produzioni Associate Delphos",1969-06-18,1969,6,Wednesday,0,0,123.0,Released,6.7,32,3.654018
4212,I Love Your Work(2003),"Drama,Mystery",en,,,2003-10-05,2003,10,Sunday,0,0,111.0,Released,6.5,2,3.313339
4213,Cabin Fever(2016),Horror,en,United States of America,"Armory Films,Pelican Point Media,Contend",2016-02-12,2016,2,Friday,0,0,99.0,Released,4.4,111,5.379319
4214,Waitress(2007),Comedy,en,United States of America,Night and Day Pictures,2007-05-25,2007,5,Friday,2000000,22179430,108.0,Released,6.7,129,9.67299
4215,Bloodsport(1988),Action,en,United States of America,Cannon Films,1988-02-26,1988,2,Friday,1500000,11806119,92.0,Released,6.6,363,17.49699
4216,Mr. Smith Goes to Washington(1939),"Comedy,Drama",en,United States of America,Columbia Pictures,1939-10-19,1939,10,Thursday,1500000,9600000,129.0,Released,7.9,241,12.2624
4217,Kids(1995),"Drama,Crime",en,United States of America,Miramax Films,1995-07-28,1995,7,Friday,1500000,7412216,91.0,Released,6.8,279,13.291991
4218,The Squid and the Whale(2005),"Comedy,Drama",en,United States of America,"Destination Films,Samuel Goldwyn Films,Sony Pictures International",2005-10-05,2005,10,Wednesday,1500000,11098131,81.0,Released,6.9,226,13.788054
4219,Kissing Jessica Stein(2001),Comedy,en,United States of America,"Fox Searchlight Pictures,Eden Wurmfeld Films,Cineric,Michael Alden Productions,Brad Zions Films",2001-04-21,2001,4,Saturday,1000000,10013424,97.0,Released,5.9,48,3.990215
4220,Kickboxer: Vengeance(2016),"Action,Drama",en,United States of America,"Radar Pictures,Headmon Entertainment & Productions",2016-07-14,2016,7,Thursday,17000000,0,90.0,Released,4.5,99,6.526588
4221,Spellbound(1945),"Drama,Mystery,Thriller",en,United States of America,Selznick International Pictures,1945-12-28,1945,12,Friday,1500000,7000000,111.0,Released,7.3,160,11.145915
4222,Exotica(1994),"Drama,Mystery",en,Canada,"Miramax Films,Alliance Entertainment,Ego Film Arts",1994-09-24,1994,9,Saturday,0,0,103.0,Released,6.5,64,5.446832
4223,Buffalo '66(1998),"Romance,Comedy,Crime,Drama",en,United States of America,,1998-01-20,1998,1,Tuesday,1500000,2375097,110.0,Released,7.1,166,10.009994
4224,Insidious(2010),"Horror,Thriller",en,"United States of America,Canada","Alliance Films,IM Global,Stage 6 Films,Haunted Movies",2010-09-13,2010,9,Monday,1500000,97009150,103.0,Released,6.8,1737,58.594852
4225,Repo Man(1984),"Comedy,Crime,Science Fiction,Thriller",en,United States of America,Edge City,1984-02-20,1984,2,Monday,1500000,2300000,92.0,Released,6.7,144,11.35344
4226,Nueve Reinas(2000),"Crime,Drama,Thriller",es,Argentina,"Naya Films S.A.,Patagonik Film Group",2000-08-31,2000,8,Thursday,1500000,0,114.0,Released,7.4,153,8.589355
4227,The Gatekeepers(2012),Documentary,en,,"Les Films du Poisson,Cinephil,RTBF,Arte France,NDR",2012-07-09,2012,7,Monday,0,0,101.0,Released,6.5,39,2.828303
4228,The Ballad of Jack and Rose(2005),Drama,en,United States of America,"Elevation Filmworks,Initial Entertainment Group (IEG),IFC Productions,Jack and Rose Productions",2005-03-25,2005,3,Friday,1500000,712294,111.0,Released,6.5,43,3.618646
4229,The To Do List(2013),"Comedy,Romance",en,United States of America,"3 Arts Entertainment,The Mark Gordon Company",2013-07-24,2013,7,Wednesday,1500000,3566225,104.0,Released,5.5,342,15.017068
4230,Killing Zoe(1993),"Action,Crime,Drama,Thriller",en,"France,United States of America",Live Entertainment,1993-10-01,1993,10,Friday,1500000,418961,96.0,Released,6.1,111,5.817519
4231,The Believer(2001),Drama,en,United States of America,"Fuller Films,Seven Arts Pictures",2001-01-19,2001,1,Friday,1500000,416925,98.0,Released,6.8,151,9.856826
4232,Snow Angels(2008),"Drama,Romance",en,United States of America,Crossroads Films,2008-03-07,2008,3,Friday,0,414404,106.0,Released,6.5,48,4.262374
4233,Unsullied(2015),"Thriller,Action,Horror",en,,,2015-08-28,2015,8,Friday,0,0,93.0,Released,3.0,1,0.06124
4234,Session 9(2001),"Horror,Mystery",en,United States of America,"October Films,USA Films,Scout Productions",2001-08-10,2001,8,Friday,1500000,373967,100.0,Released,6.2,251,11.064228
4235,I Want Someone to Eat Cheese With(2006),"Comedy,Romance",en,United States of America,,2006-01-01,2006,1,Sunday,0,0,80.0,Released,5.7,12,1.742383
4236,Mooz-lum(2011),Drama,en,United States of America,,2011-02-11,2011,2,Friday,0,330048,95.0,Released,4.5,3,0.414754
4237,Hatchet(2006),"Comedy,Horror",en,United States of America,ArieScope Pictures,2006-04-27,2006,4,Thursday,0,0,83.0,Released,5.7,159,12.677016
4238,Modern Times(1936),"Drama,Comedy",en,United States of America,"United Artists,Charles Chaplin Productions",1936-02-05,1936,2,Wednesday,1,8500000,87.0,Released,8.1,856,28.27648
4239,Stolen Summer(2002),"Drama,Family,Comedy",en,,,2002-03-22,2002,3,Friday,0,0,91.0,Released,6.4,9,0.87066
4240,My Name Is Bruce(2007),"Comedy,Horror",en,United States of America,"Dark Horse Entertainment,Image Entertainment",2007-10-01,2007,10,Monday,1500000,173066,86.0,Released,5.9,107,7.5591
4241,The Salon(2005),Comedy,en,,,2005-01-13,2005,1,Thursday,1500000,0,0.0,Released,3.5,1,2.02817
4242,Road Hard(2015),Comedy,en,United States of America,Sontalia,2015-03-06,2015,3,Friday,1500000,0,97.0,Released,6.6,8,0.859014
4243,Forty Shades of Blue(2005),"Drama,Romance",en,United States of America,"Charlie Guidance,Flux Films,High Line Productions,Tiny Dancer Films",2005-12-07,2005,12,Wednesday,1500000,0,108.0,Released,6.0,2,0.071377
4244,Amigo(2010),"Drama,History,War",en,United States of America,Anarchist's Convention Films,2010-07-14,2010,7,Wednesday,1200000,0,128.0,Released,6.0,2,0.193172
4245,Pontypool(2009),"Horror,Mystery,Science Fiction",en,Canada,"Ponty Up Pictures,Shadow Shows",2009-03-06,2009,3,Friday,1500000,32000,93.0,Released,6.6,183,4.680206
4246,Trucker(2008),Drama,en,United States of America,"Plum Pictures,Hanson Allen Films,Hart-Lunsford Pictures",2008-04-24,2008,4,Thursday,2000000,0,90.0,Released,6.8,16,1.20173
4247,Me You and Five Bucks(2015),"Romance,Comedy,Drama",en,,,2015-07-07,2015,7,Tuesday,1,0,90.0,Released,10.0,2,0.094105
4248,The Lords of Salem(2012),"Horror,Thriller",en,"Canada,United States of America,United Kingdom","Alliance Films,Blumhouse Productions,IM Global,Automatik Entertainment,Haunted Movies",2012-09-10,2012,9,Monday,1500000,1165882,101.0,Released,5.1,242,14.504326
4249,Housebound(2014),"Horror,Comedy,Thriller",en,New Zealand,Semi-Professional,2014-09-04,2014,9,Thursday,0,0,109.0,Released,6.5,358,10.322858
4250,Wal-Mart: The High Cost of Low Price(2005),Documentary,en,United States of America,Brave New Films,2005-11-04,2005,11,Friday,0,0,98.0,Released,6.9,24,1.404175
4251,Fetching Cody(2005),"Comedy,Drama,Fantasy,Romance,Science Fiction",en,,Cheap and Dirty Productions Inc.,2005-10-01,2005,10,Saturday,1,0,87.0,Released,6.8,6,0.077876
4252,Last I Heard(2013),"Drama,Comedy",en,,,2013-01-01,2013,1,Tuesday,0,0,98.0,Released,6.0,1,0.35819
4253,Closer to the Moon(2013),"Comedy,Drama",en,"Italy,Poland,Romania,United States of America","Mandragora Movies,Agresywna Banda,Denis Friedman Productions",2013-11-29,2013,11,Friday,9000000,0,112.0,Released,6.4,13,9.159265
4254,Mutant World(2014),Science Fiction,en,Canada,Nomadic Pictures,2014-09-27,2014,9,Saturday,0,1500000,85.0,Released,2.6,9,1.893697
4255,Growing Up Smith(2017),"Comedy,Family,Drama",en,,,2017-02-03,2017,2,Friday,0,0,102.0,Released,7.4,7,0.71087
4256,Checkmate(2015),"Thriller,Action,Crime",en,United States of America,"Status Media & Entertainment,Puppy Entertainment",2015-07-03,2015,7,Friday,0,0,102.0,Released,4.2,13,1.105357
4257,#Horror(2015),"Drama,Mystery,Horror,Thriller",de,United States of America,"AST Studios,Lowland Pictures",2015-11-20,2015,11,Friday,1500000,0,90.0,Released,3.3,52,2.815228
4258,Wind Walkers(2016),"Action,Horror,Thriller",en,United States of America,,2016-01-28,2016,1,Thursday,0,0,93.0,Released,7.5,6,0.446858
4259,Snow White and the Seven Dwarfs(1937),"Fantasy,Animation,Family",en,United States of America,Walt Disney Productions,1937-12-20,1937,12,Monday,1488423,184925486,83.0,Released,6.9,1914,80.171283
4260,La niña santa(2004),"Drama,Foreign",es,"Argentina,Italy,Netherlands,Spain","R&C Produzioni,Teodora Film,La Pasionaria S.r.l.",2004-05-06,2004,5,Thursday,1400000,0,106.0,Released,6.8,10,0.684881
4261,Shalako(1968),Western,en,"United States of America,Germany","Central Cinema Company Film,Palomar Pictures International,Kingston Film Productions Ltd.",1968-11-06,1968,11,Wednesday,1455000,2620000,113.0,Released,5.4,12,3.598457
4262,Incident at Loch Ness(2004),"Adventure,Comedy,Horror",en,,,2004-12-17,2004,12,Friday,1,0,94.0,Released,5.9,18,1.452152
4263,The Dog Lover(2016),Drama,en,United States of America,"ESX Productions,ESX Entertainment",2016-07-08,2016,7,Friday,2000000,0,101.0,Released,5.3,6,1.193219
4264,GirlHouse(2014),"Horror,Thriller",en,Canada,Brookstreet Pictures,2014-10-16,2014,10,Thursday,3150000,0,100.0,Released,5.2,97,8.039223
4265,La chambre bleue(2014),"Drama,Crime,Thriller",fr,France,Alfama Films,2014-05-16,2014,5,Friday,0,0,75.0,Released,6.2,32,2.486992
4266,House at the End of the Drive(2014),"Thriller,Horror",en,United States of America,Allure Entertainment,2014-01-11,2014,1,Saturday,0,0,91.0,Released,0.0,0,0.43049
4267,Batman(1966),"Family,Adventure,Comedy,Science Fiction,Crime",en,United States of America,"Twentieth Century Fox Film Corporation,DC Comics,William Dozier Productions,Greenlawn Productions",1966-07-30,1966,7,Saturday,1377800,0,105.0,Released,6.1,203,9.815394
4268,"Lock, Stock and Two Smoking Barrels(1998)","Comedy,Crime",en,United Kingdom,"Handmade Films Ltd.,Summit Entertainment,PolyGram Filmed Entertainment,SKA Films,The Steve Tisch Company",1998-03-05,1998,3,Thursday,1350000,3897569,105.0,Released,7.5,1648,16.032594
4269,The Ballad of Gregorio Cortez(1983),Western,en,United States of America,Moctesuma Esparza Productions,1983-08-19,1983,8,Friday,0,0,104.0,Released,0.0,0,0.592821
4270,Festen(1998),Drama,da,"Denmark,Sweden","Nordic Film,Sveriges Television (SVT),Nimbus Film Productions",1998-05-20,1998,5,Wednesday,1300000,0,105.0,Released,7.7,207,10.240917
4271,Trees Lounge(1996),"Comedy,Drama",en,,,1996-10-11,1996,10,Friday,0,0,95.0,Released,6.7,51,3.443916
4272,Vượt Sóng(2006),Drama,vi,,,2006-02-22,2006,2,Wednesday,1300000,639000,135.0,Released,5.0,1,0.072066
4273,The Basket(2000),Drama,en,,,2000-05-05,2000,5,Friday,0,619042,105.0,Released,6.5,6,0.430758
4274,Eddie: The Sleepwalking Cannibal(2012),"Horror,Comedy",en,"Canada,Denmark","Det Danske Filminstitut,Téléfilm Canada,Fridthjof Film,Make A Move",2012-04-22,2012,4,Sunday,0,1632,79.0,Released,6.1,30,0.143784
4275,Kurmanjan Datka. Queen of the Mountains(2014),"Drama,Action",ky,Kyrgyz Republic,"Kirghizfilm,Aitysh Film",2014-08-22,2014,8,Friday,0,0,135.0,Released,0.0,0,0.077873
4276,Def-Con 4(1985),Science Fiction,en,Canada,"New World Pictures,Salter Street Films International",1985-03-15,1985,3,Friday,0,0,88.0,Released,2.8,10,0.319792
4277,The Hebrew Hammer(2003),"Action,Comedy",en,United States of America,"ContentFilm,Comedy Central Films",2003-01-01,2003,1,Wednesday,1000000,0,85.0,Released,5.9,18,1.600797
4278,Neal 'n' Nikki(2005),"Comedy,Romance",en,India,Yash Raj Films,2005-12-09,2005,12,Friday,0,0,122.0,Released,2.3,4,0.285131
4279,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It(2010),Comedy,en,United States of America,Silver Nitrate Films,2010-06-08,2010,6,Tuesday,0,0,82.0,Released,3.2,34,5.628399
4280,Forget Me Not(2009),"Drama,Horror,Romance",en,United States of America,"Capstone Entertainment Group,Vindicated Pictures",2009-10-22,2009,10,Thursday,0,0,103.0,Released,5.0,66,5.065752
4281,Rebecca(1940),"Drama,Mystery",en,United States of America,Selznick International Pictures,1940-04-12,1940,4,Friday,1288000,6000000,130.0,Released,7.7,336,18.426825
4282,Friday the 13th Part 2(1981),"Horror,Thriller",en,United States of America,"Paramount Pictures,Georgetown Productions, Inc.",1981-05-01,1981,5,Friday,1250000,21722776,87.0,Released,6.0,315,16.517777
4283,The Lost Weekend(1945),Drama,en,United States of America,Paramount,1945-11-25,1945,11,Sunday,1250000,11000000,101.0,Released,7.4,112,6.903314
4284,C.H.U.D.(1984),"Horror,Science Fiction",en,United States of America,"New World Pictures,C.H.U.D. Productions",1984-08-31,1984,8,Friday,1250000,3412497,88.0,Released,5.3,62,4.45544
4285,Filly Brown(2013),Drama,en,,,2013-04-19,2013,4,Friday,0,0,100.0,Released,5.9,10,0.106949
4286,The Lion of Judah(2011),"Adventure,Animation,Comedy,Family",en,United States of America,"Sunrise Productions,Animated Family Films,Character Matters",2011-06-03,2011,6,Friday,15000000,0,87.0,Released,5.8,2,0.165909
4287,Niagara(1953),"Crime,Drama,Thriller",en,United States of America,Twentieth Century Fox Film Corporation,1953-01-21,1953,1,Wednesday,1250000,8500000,92.0,Released,6.7,79,9.903992
4288,How Green Was My Valley(1941),Drama,en,United States of America,Twentieth Century Fox Film Corporation,1941-10-28,1941,10,Tuesday,1250000,6000000,118.0,Released,6.8,72,7.70019
4289,Da Sweet Blood of Jesus(2014),"Thriller,Comedy,Romance",en,United States of America,40 Acres & A Mule Filmworks,2014-06-22,2014,6,Sunday,0,0,123.0,Released,4.1,13,4.480579
4290,"Sex, Lies, and Videotape(1989)",Drama,en,United States of America,"Miramax Films,Outlaw Productions,Virgin",1989-08-18,1989,8,Friday,1200000,0,100.0,Released,6.7,185,10.869492
4291,Saw(2004),"Horror,Mystery,Crime",en,United States of America,"Lions Gate Films,Twisted Pictures,Evolution Entertainment,Saw Productions Inc.",2004-10-01,2004,10,Friday,1200000,103911669,103.0,Released,7.2,2184,63.655973
4292,Super Troopers(2001),"Comedy,Crime,Mystery",en,United States of America,"Fox Searchlight Pictures,Broken Lizard Industries",2001-01-18,2001,1,Thursday,3000000,18492362,100.0,Released,6.6,362,16.312803
4293,The Algerian(2015),"Action,Romance,Thriller",en,"Algeria,United States of America",Zelko Films,2015-08-07,2015,8,Friday,1,0,99.0,Released,0.0,0,0.025364
4294,Los insólitos peces gato(2013),"Comedy,Drama",es,"Mexico,France",Cine Canibal,2013-08-10,2013,8,Saturday,1300000,0,87.0,Released,5.7,17,1.473405
4295,Monsoon Wedding(2001),"Comedy,Drama,Romance",hi,India,"IFC Films,Mirabai Films,The Criterion Collection",2001-08-30,2001,8,Thursday,0,0,114.0,Released,6.8,57,8.109958
4296,You Can Count on Me(2000),"Drama,Romance",en,United States of America,"Cappa Productions,Hart-Sharp Entertainment,Crush Entertainment",2000-11-17,2000,11,Friday,0,0,111.0,Released,6.8,88,7.142448
4297,The Trouble with Harry(1955),"Comedy,Mystery,Thriller",en,United States of America,"Paramount Pictures,Alfred J. Hitchcock Productions",1955-10-03,1955,10,Monday,1200000,7000000,99.0,Released,6.9,149,6.920873
4298,But I'm a Cheerleader(1999),Comedy,en,United States of America,Ignite Entertainment,1999-09-12,1999,9,Sunday,0,0,85.0,Released,6.5,101,4.826908
4299,Home Run(2013),Drama,en,United States of America,"Samuel Goldwyn,Provident Films",2013-04-19,2013,4,Friday,1200000,2861020,114.0,Released,6.3,24,3.085411
4300,Reservoir Dogs(1992),"Crime,Thriller",en,United States of America,"Live Entertainment,Lionsgate,Dog Eat Dog Productions Inc.",1992-09-02,1992,9,Wednesday,1200000,14661007,99.0,Released,8.0,3697,66.925866
4301,The Blue Bird(1940),"Drama,Family,Fantasy",en,United States of America,Twentieth Century Fox Film Corporation,1940-01-19,1940,1,Friday,0,0,88.0,Released,6.4,8,1.280733
4302,"Il buono, il brutto, il cattivo(1966)",Western,it,"United States of America,Italy,Spain,Germany","United Artists,Constantin Film Produktion,Produzioni Europee Associati (PEA),Arturo González Producciones Cinematográficas S.A.",1966-12-23,1966,12,Friday,1200000,6000000,161.0,Released,8.1,2311,88.377076
4303,Que Horas Ela Volta?(2015),Drama,pt,Brazil,"Gullane Entretenimento S.A.,África Filmes",2015-02-08,2015,2,Sunday,0,0,110.0,Released,7.8,165,9.683622
4304,Blue Like Jazz(2012),"Drama,Comedy",en,United States of America,Ruckus Films,2012-04-13,2012,4,Friday,1250000,0,106.0,Released,5.8,25,1.6116
4305,Down & Out With The Dolls(2003),"Comedy,Music",en,,,2003-03-20,2003,3,Thursday,0,0,88.0,Released,0.0,0,0.002386
4306,"Pink Ribbons, Inc.(2011)",Documentary,en,"United States of America,Canada",National Film Board of Canada (NFB),2011-09-11,2011,9,Sunday,900000,25000,97.0,Released,6.8,6,0.097913
4307,Certifiably Jonathan(2007),Comedy,en,,,2007-03-01,2007,3,Thursday,1200000,0,85.0,Released,0.0,0,0.047781
4308,Q(2011),"Drama,Romance",fr,France,"Acajou Films,Rebel Rebel,Birka Holding",2011-09-14,2011,9,Wednesday,1344000,0,103.0,Released,4.1,140,20.422246
4309,La Navaja De Don Juan(2013),"Drama,Comedy",en,,,2013-10-27,2013,10,Sunday,0,0,98.0,Released,0.0,0,0.021678
4310,Grand Theft Parsons(2003),"Crime,Comedy,Drama,Adventure",en,,,2003-06-18,2003,6,Wednesday,0,0,88.0,Released,6.0,11,1.998557
4311,Extreme Movie(2008),Comedy,en,United States of America,FlipZide Pictures,2008-12-05,2008,12,Friday,0,0,88.0,Released,3.9,44,8.148187
4312,The Charge of the Light Brigade(1936),"Action,Adventure,Drama,War",en,United States of America,Warner Bros.,1936-10-20,1936,10,Tuesday,1200000,2736000,115.0,Released,6.8,18,2.968235
4313,Below Zero(2011),"Thriller,Horror",en,Canada,,2011-10-22,2011,10,Saturday,0,0,0.0,Released,4.4,12,1.36514
4314,Crowsnest(2012),"Thriller,Romance",en,Canada,,2012-01-01,2012,1,Sunday,1200000,0,84.0,Released,4.8,12,0.057564
4315,Airborne(1993),"Action,Adventure,Comedy",en,United States of America,,1993-09-17,1993,9,Friday,2600000,2850263,91.0,Released,6.1,20,8.001156
4316,Cotton Comes to Harlem(1970),"Action,Adventure",en,,,1970-05-27,1970,5,Wednesday,1200000,0,97.0,Released,6.7,13,1.079125
4317,The Wicked Within(2015),Horror,en,United States of America,"After Dark Films,High Five Films",2015-10-16,2015,10,Friday,0,0,91.0,Released,4.2,26,1.906151
4318,Bleeding Hearts(2013),Horror,en,,,2013-06-01,2013,6,Saturday,0,0,0.0,Released,2.0,1,0.100533
4319,Waiting...(2005),Comedy,en,United States of America,"L.I.F.T. Production,Eden Rock Media",2005-10-07,2005,10,Friday,3000000,18637690,94.0,Released,6.2,237,10.230583
4320,Dead Man's Shoes(2004),"Drama,Thriller,Crime",en,United Kingdom,"EM Media,Big Arty Productions,Film4,Warp Films",2004-09-29,2004,9,Wednesday,0,0,90.0,Released,7.2,151,12.818441
4321,From a Whisper to a Scream(1987),"Comedy,Horror",en,United States of America,Conquest Productions,1987-09-25,1987,9,Friday,1100000,1400000,99.0,Released,6.8,15,1.220072
4322,Sex With Strangers(2002),Documentary,en,,,2002-02-22,2002,2,Friday,0,0,0.0,Released,5.0,1,0.014406
4323,Dracula: Pages from a Virgin's Diary(2002),Horror,en,Canada,"Canadian Broadcasting Corporation (CBC),Dracula Productions Inc.,Vonnie Von Helmolt Film",2002-02-28,2002,2,Thursday,1596010,0,75.0,Released,6.9,8,0.552361
4324,Faith Like Potatoes(2006),Drama,en,South Africa,Global Creative Studios,2006-10-27,2006,10,Friday,0,0,97.0,Released,6.0,9,0.147886
4325,Beyond the Black Rainbow(2010),"Fantasy,Science Fiction,Horror",en,Canada,Chromewood Productions,2010-12-03,2010,12,Friday,1100000,0,110.0,Released,5.7,77,7.717237
4326,Serbuan maut(2011),"Action,Thriller,Crime",id,"Indonesia,United States of America,France","Celluloid Dreams,Pt. Merantau Films,XYZ Films",2011-09-08,2011,9,Thursday,1100000,4105187,101.0,Released,7.3,1055,40.285095
4327,The Dead Undead(2010),"Horror,Science Fiction,Action",en,,,2010-05-13,2010,5,Thursday,0,0,90.0,Released,3.1,6,0.249457
4328,The Vatican Exorcisms(2013),"Horror,Documentary,Mystery",en,,,2013-05-29,2013,5,Wednesday,0,0,0.0,Released,4.4,11,0.447166
4329,Casablanca(1942),"Drama,Romance",en,United States of America,Warner Bros.,1942-11-26,1942,11,Thursday,878000,10462500,102.0,Released,7.9,1422,43.729123
4330,Lake Mungo(2008),"Horror,Thriller",en,Australia,Mungo Productions,2008-06-17,2008,6,Tuesday,0,0,84.0,Released,6.1,90,4.653047
4331,Rocket Singh: Salesman of the Year(2009),"Drama,Comedy,Romance",hi,India,Yash Raj Films,2009-12-11,2009,12,Friday,1250000,0,156.0,Released,7.0,27,3.000435
4332,Silent Running(1972),"Adventure,Drama,Science Fiction",en,United States of America,"Universal Pictures,Trumbull/Gruskoff Productions",1972-03-09,1972,3,Thursday,1000000,0,89.0,Released,6.3,177,11.095414
4333,Rocky(1976),Drama,en,United States of America,United Artists,1976-11-21,1976,11,Sunday,1000000,117235147,119.0,Released,7.5,1791,72.19808
4334,The Sleepwalker(2014),Drama,en,"Norway,United States of America","Tandem Pictures,4 1/2 Film",2014-01-20,2014,1,Monday,0,0,92.0,Released,4.1,7,0.926084
4335,Tom Jones(1963),"Adventure,Comedy,History,Romance",en,United Kingdom,Woodfall Film Productions,1963-10-06,1963,10,Sunday,1000000,37600000,128.0,Released,6.1,39,2.833166
4336,Unfriended(2015),"Horror,Thriller",en,United States of America,"Bazelevs Production,Blumhouse Productions",2015-04-17,2015,4,Friday,1000000,62882090,82.0,Released,5.5,1047,41.972329
4337,Taxi Driver(1976),"Crime,Drama",en,United States of America,"Columbia Pictures Corporation,Italo/Judeo Productions,Bill/Phillips",1976-02-07,1976,2,Saturday,1300000,28262574,114.0,Released,8.0,2535,58.845025
4338,The Howling(1981),"Drama,Horror",en,United States of America,"AVCO Embassy Pictures,International Film Investors,Wescom Productions",1981-04-03,1981,4,Friday,1000000,17985893,91.0,Released,6.4,161,6.532855
4339,Dr. No(1962),"Adventure,Action,Thriller",en,"Jamaica,United Kingdom","United Artists,Eon Productions",1962-10-04,1962,10,Thursday,950000,59600000,110.0,Released,6.9,940,48.901542
4340,Chernobyl Diaries(2012),"Horror,Thriller",en,United States of America,"Alcon Entertainment,FilmNation Entertainment,Oren Peli / Brian Witten Pictures",2012-05-24,2012,5,Thursday,0,18112929,88.0,Released,4.9,483,20.649145
4341,Hellraiser(1987),Horror,en,United Kingdom,"New World Pictures,Cinemarque Entertainment BV,Film Futures,Rivdel Films",1987-09-11,1987,9,Friday,1000000,14564027,94.0,Released,6.9,449,22.583834
4342,God's Not Dead 2(2016),Drama,en,United States of America,Pure Flix Productions,2016-04-01,2016,4,Friday,5000000,23507567,121.0,Released,5.7,72,6.96858
4343,Cry_Wolf(2005),"Horror,Thriller",en,United States of America,Universal Pictures,2005-09-16,2005,9,Friday,1000000,10047674,90.0,Released,5.6,126,6.926926
